food_name,meal,campus,serving_size,calories,calories_from_fat,total_fat_g,total_fat_dv,saturated_fat_g,saturated_fat_dv,trans_fat_g,cholesterol_mg,sodium_mg,sodium_dv,total_carb_g,total_carb_dv,dietary_fiber_g,dietary_fiber_dv,sugars_g,added_sugars_g,protein_g,protein_dv,vitamin_d_mcg,calcium_mg,iron_mg,potassium_mg,ingredients,extraction_timestamp,url
Grape Jelly,Breakfast,altoona-port-sky,"1 SERVG
Calories: 4
Calories from Fat: 0
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.9,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,"Grape Jelly (Grape Jelly (concord grape juice, high fructose corn syrup, corn syrup, fruit pectin, citric acid, sodium citrate.))",2025-09-09T11:16:00.423524,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211950
Maple Flavored Syrup,Breakfast,altoona-port-sky,"1 SERVG
Calories: 197
Calories from Fat: 1
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",197,1,0.1,0.0,0.0,0.0,0.0,0.0,45.3,0.0,51.7,0.0,0.0,0.0,0.0,31.2,0.0,0.0,3.7,0.0,0.1,0.0,"Maple Flavored Syrup (Maple Flavored Syrup (pure maple syrup, corn syrup, high fructose corn syrup, water artificial maple flavor, cellulose gum, sodium benzoate, sorbic acid(preservative)))",2025-09-09T11:16:00.638597,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211951
Oranges,Breakfast,altoona-port-sky,"1 SERVG
Calories: 118
Calories from Fat: 3
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",118,3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0,6.0,0.0,0.0,23.6,2.4,0.0,100.8,0.0,0.3,0.0,Oranges (Oranges),2025-09-09T11:16:00.857321,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211971
Peanut Butter,Breakfast,altoona-port-sky,"1 SERVG
Calories: 121
Calories from Fat: 91
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",121,91,10.1,0.0,2.0,0.0,0.0,0.0,91.1,0.0,5.1,0.0,2.0,0.0,0.0,2.0,4.1,0.0,11.1,0.0,0.0,0.0,"Peanut Butter (Peanut Butter (made from roasted peanuts and sugar, contains 2% or less of: molasses, fully hydrogenated vegetable oils (rapeseed and soybean), mono and diglycerides, salt.))",2025-09-09T11:16:01.078502,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211953
Plain Bagels,Breakfast,altoona-port-sky,"1 SERVG
Calories: 290
Calories from Fat: 9
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",290,9,1.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,61.0,0.0,2.0,0.0,0.0,8.0,10.0,0.0,60.0,0.0,3.6,0.0,"Plain Bagels (Plain Bagel (Unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, malted barley flour), water, brown sugar, salt, molasses, active yeast, sugar, vinegar, enzymes, ascorbic acid, corn protein, degerminated yellow corn meal, dough improver blend (wheat flour, salt, sodium stearoyl lactylate, soybean oil, xylanase, amylase, ascorbic acid, l-cysteine), mono-and diglycerides, calcium propionate. ))",2025-09-09T11:16:01.300222,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114212041
Red Apple,Breakfast,altoona-port-sky,"1 SERVG
Calories: 164
Calories from Fat: 5
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",164,5,0.5,0.0,0.1,0.0,0.0,0.0,3.2,0.0,43.6,0.0,7.6,0.0,0.0,32.8,0.8,0.0,19.0,0.0,0.4,0.0,Red Delicious Apples (Apples),2025-09-09T11:16:01.510473,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211974
Strawberry Jelly,Breakfast,altoona-port-sky,"1 SERVG
Calories: 39
Calories from Fat: 0
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",39,0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,9.7,0.0,0.2,0.0,0.0,6.8,0.1,0.0,2.8,0.0,0.1,0.0,"Strawberry Jelly (Strawberry Jelly (strawberries, high fructose corn syrup, corn syrup, sugar, fruit pectin, citric acid.))",2025-09-09T11:16:01.719361,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211956
Wheat Bread,Breakfast,altoona-port-sky,"1 SERVG
Calories: 98
Calories from Fat: 16
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",98,16,1.8,0.0,0.0,0.0,0.0,0.0,152.4,0.0,18.3,0.0,2.4,0.0,0.0,1.2,3.7,0.0,61.0,0.0,1.0,0.0,"Wheat Bread (Whole Wheat Bread (whole white wheat flour, water, yeast, wheat gluten, sugar, contains less than 2% of each of the following: soybean oil, salt, wheat flour, cultured wheat flour, vinegar, monoglycerides, datem, calcium carbonate, guar gum, calcium sulfate, vegetable oils (coconut oil, canola oil, high oleic soybean oil and/or high oleic canola oil), hydrogenated soybean oil, enzymes, vitamin D2, bakers yeast, ascorbic acid (dough conditioner), sunflower lecithin.))",2025-09-09T11:16:01.950043,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211957
White Bread,Breakfast,altoona-port-sky,"1 SERVG
Calories: 63
Calories from Fat: 4
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",63,4,0.5,0.0,0.0,0.0,0.0,0.0,121.6,0.0,12.6,0.0,0.0,0.0,0.0,0.9,1.8,0.0,23.4,0.0,0.6,0.0,"White Pullman Bread (White Bread (enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), water, high fructose corn syrup, yeast, contains less than 2% of each of the following: salt, soybean oil, wheat gluten, wheat flour, calcium propionate (a preservative), sodium stearoyl lactylate, monoglycerides, monocalcium phosphate, ammonium sulfate, calcium sulfate, enzymes, vegetable oils (coconut oil, canola oil, high oleic soybean oil and/or high oleic canola oil), ascorbic acid (dough conditioner), corn starch, sunflower lecithin, soy lecithin.))",2025-09-09T11:16:02.171198,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211958
Apple Cinnamon Pancakes,Breakfast,altoona-port-sky,"1 SERVG
Calories: 232
Calories from Fat: 91
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",232,91,10.1,0.0,4.1,0.0,0.2,29.5,302.9,0.0,32.6,0.0,0.7,0.0,0.0,13.4,3.2,0.0,125.9,0.0,1.3,0.0,"Apple Cinnamon Pancakes (Buttermilk Pancakes (Pancakes (All Purpose Flour (wheat flour (niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), malted barley flour), Buttermilk, Eggs (whole eggs, citric acid, water), Canola Oil, Sugar, Baking Powder (cornstarch, sodium bicarbonate, sodium aluminum sulfate, monocalcium phosphate), Baking Soda (sodium bicarbonate ))), Apple Slices, Cinnamon Sugar (Sugar, Cinnamon)), Maple Flavored Syrup (Syrup (corn syrup, water, high fructose corn syrup, salt, sugar, caramel color, natural and artificial flavor)), Butter PC (Butter (butter, salt))",2025-09-09T11:16:02.357870,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211959
Blueberry Pancakes,Breakfast,altoona-port-sky,"1 SERVG
Calories: 220
Calories from Fat: 91
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",220,91,10.1,0.0,4.1,0.0,0.2,29.5,302.9,0.0,29.5,0.0,0.7,0.0,0.0,10.5,3.2,0.0,125.1,0.0,1.2,0.0,"Blueberry Pancakes (Buttermilk Pancakes (Pancakes (All Purpose Flour (wheat flour (niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), malted barley flour), Buttermilk, Eggs (whole eggs, citric acid, water), Canola Oil, Sugar, Baking Powder (cornstarch, sodium bicarbonate, sodium aluminum sulfate, monocalcium phosphate), Baking Soda (sodium bicarbonate ))), Blueberries), Maple Flavored Syrup (Syrup (corn syrup, water, high fructose corn syrup, salt, sugar, caramel color, natural and artificial flavor)), Butter PC (Butter (butter, salt))",2025-09-09T11:16:02.568973,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211961
CYO Breakfast Burrito,Breakfast,altoona-port-sky,"1 SERVG
Calories: 0
Calories from Fat: 0
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PLACE HOLDER,2025-09-09T11:16:02.750463,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211962
CYO Omelet,Breakfast,altoona-port-sky,"1 SERVG
Calories: 0
Calories from Fat: 0
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PLACE HOLDER,2025-09-09T11:16:02.936270,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211963
Chocolate Chip Pancakes,Breakfast,altoona-port-sky,"1 SERVG
Calories: 234
Calories from Fat: 99
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",234,99,11.0,0.0,4.7,0.0,0.2,29.5,302.9,0.0,31.4,0.0,0.8,0.0,0.0,12.2,3.4,0.0,124.8,0.0,1.5,0.0,"Chocolate Chip Pancakes (Buttermilk Pancakes (Pancakes (All Purpose Flour (wheat flour (niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), malted barley flour), Buttermilk, Eggs (whole eggs, citric acid, water), Canola Oil, Sugar, Baking Powder (cornstarch, sodium bicarbonate, sodium aluminum sulfate, monocalcium phosphate), Baking Soda (sodium bicarbonate ))), Chocolate Chips (semi-sweet chocolate (sugar, chocolate, cocoa butter, milk fat, soy lecithin, natural flavor, milk))), Maple Flavored Syrup (Syrup (corn syrup, water, high fructose corn syrup, salt, sugar, caramel color, natural and artificial flavor)), Butter PC (Butter (butter, salt))",2025-09-09T11:16:03.117696,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211964
Confetti Pancakes,Breakfast,altoona-port-sky,"1 SERVG
Calories: 218
Calories from Fat: 91
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",218,91,10.1,0.0,4.1,0.0,0.2,29.5,302.9,0.0,29.1,0.0,0.6,0.0,0.0,10.2,3.2,0.0,124.8,0.0,1.2,0.0,"Confetti Pancakes (Buttermilk Pancakes (Pancakes (All Purpose Flour (wheat flour (niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), malted barley flour), Buttermilk, Eggs (whole eggs, citric acid, water), Canola Oil, Sugar, Baking Powder (cornstarch, sodium bicarbonate, sodium aluminum sulfate, monocalcium phosphate), Baking Soda (sodium bicarbonate ))), Rainbow Mix Sprinkles (sugar, corn starch, vegetable oil (palm kernel and/or palm oil), soy lecithin, dextrin, confectioner's glaze, red 40 lake, natural and artificial flavor, yellow 6 lake, carnauba wax, yellow 5 lake, blue 1 lake, red 3, red 40)), Maple Flavored Syrup (Syrup (corn syrup, water, high fructose corn syrup, salt, sugar, caramel color, natural and artificial flavor)), Butter PC (Butter (butter, salt))",2025-09-09T11:16:03.340343,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211965
French Toast Sticks,Breakfast,altoona-port-sky,"1 SERVG
Calories: 500
Calories from Fat: 251
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",500,251,27.9,0.0,3.8,0.0,0.0,0.0,486.7,0.0,57.9,0.0,0.0,0.0,0.0,17.2,6.1,0.0,98.1,0.0,2.9,0.0,"French Toast Sticks (French Toast Sticks (bread (unbleached enriched flour, water, sugar, yeast, yellow corn flour, annatto and turmeric, salt, soybean oil, cultured wheat flour, calcium sulfate, calcium iodate, calcium peroxide, water, enriched wheat flour, vegetable oil, soy flour, iodized salt, dextrose, natural flavors, leavening, modified food starch, soy lecithin, instant yeast, carrageenan, sum arabic, grain vinegar, glyceryl monooleate, paprika extract, polysorbate 60 and 80, ascorbic ), Canola Oil), Maple Flavored Syrup (Syrup (corn syrup, water, high fructose corn syrup, salt, sugar, caramel color, natural and artificial flavor))",2025-09-09T11:16:03.532251,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211966
Fried Eggs,Breakfast,altoona-port-sky,"1 SERVG
Calories: 88
Calories from Fat: 61
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",88,61,6.7,0.0,1.9,0.0,0.0,179.1,92.4,0.0,0.4,0.0,0.0,0.0,0.0,0.2,6.1,0.0,27.7,0.0,0.8,0.0,"Fried Eggs (Eggs, Canola Oil)",2025-09-09T11:16:03.752762,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211967
Hash Browned Patty,Breakfast,altoona-port-sky,"1 SERVG
Calories: 138
Calories from Fat: 71
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",138,71,7.9,0.0,1.5,0.0,3.0,0.0,127.9,0.0,14.8,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Hash Browned Patty (Hash Brown Patty (potatoes, vegetable oil (contains one or more of the following: canola, palm, soybean, sunflower), salt, dehydrated potato, enriched wheat flour (flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), dextrose, disodium dihydrogen pyrophosphate (to promote color retention), natural flavor, corn flour, ))",2025-09-09T11:16:03.976472,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211968
JUST Eggs,Breakfast,altoona-port-sky,"1 SERVG
Calories: 150
Calories from Fat: 95
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",150,95,10.5,0.0,0.8,0.0,0.0,0.0,255.3,0.0,4.5,0.0,0.0,0.0,0.0,0.0,10.5,0.0,7.5,0.0,0.0,0.0,"Vegan Eggs (Vegan Eggs (water, mung bean protein, expeller-pressed canola oil, contains less than 2% of dehydrated onion gellan gum, natural carrot extracatives (color), turmeric extracatives (color), potassium citrate, salt, sugar, tapioca syrup solids, tetrasodium pyrophosphate, transglutaminase, nisin (preservative).), Canola Oil)",2025-09-09T11:16:04.203374,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211969
Pancakes,Breakfast,altoona-port-sky,"1 SERVG
Calories: 218
Calories from Fat: 91
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",218,91,10.1,0.0,4.1,0.0,0.2,29.5,302.9,0.0,29.1,0.0,0.6,0.0,0.0,10.2,3.2,0.0,124.8,0.0,1.2,0.0,"Buttermilk Pancakes (Pancakes (All Purpose Flour (wheat flour (niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), malted barley flour), Buttermilk, Eggs (whole eggs, citric acid, water), Canola Oil, Sugar, Baking Powder (cornstarch, sodium bicarbonate, sodium aluminum sulfate, monocalcium phosphate), Baking Soda (sodium bicarbonate ))), Maple Flavored Syrup (Syrup (corn syrup, water, high fructose corn syrup, salt, sugar, caramel color, natural and artificial flavor)), Butter PC (Butter (butter, salt))",2025-09-09T11:16:04.424102,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211972
Pancakes w Candy Coated Pieces,Breakfast,altoona-port-sky,"1 SERVG
Calories: 257
Calories from Fat: 104
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",257,104,11.5,0.0,5.1,0.0,0.2,30.9,308.4,0.0,34.9,0.0,0.8,0.0,0.0,15.2,3.5,0.0,133.1,0.0,1.4,0.0,"Pancakes w/ Candy Coated Pieces (Buttermilk Pancakes (Pancakes (All Purpose Flour (wheat flour (niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), malted barley flour), Buttermilk, Eggs (whole eggs, citric acid, water), Canola Oil, Sugar, Baking Powder (cornstarch, sodium bicarbonate, sodium aluminum sulfate, monocalcium phosphate), Baking Soda (sodium bicarbonate ))), Mini M&Ms (May contain peanuts: milk chocolate (sugar, chocolate, skim milk, cocoa butter, lactose, milkfat, soy lecithin, salt, natural flavor), sugar; less than 2% of: cornstarch, corn syrup, dextrin, colors (includes blue 1 lake, red 40, yellow 6, yellow 5, blue 1, red 40 lake, yellow 6 lake, yellow 5 lake, blue 2 lake, blue 2), carnauba wax, gum acacia.)), Maple Flavored Syrup (Syrup (corn syrup, water, high fructose corn syrup, salt, sugar, caramel color, natural and artificial flavor)), Butter PC (Butter (butter, salt))",2025-09-09T11:16:04.619617,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211973
Red Skin Potatoes O'Brien,Breakfast,altoona-port-sky,"1 SERVG
Calories: 77
Calories from Fat: 28
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",77,28,3.1,0.0,0.2,0.0,0.0,0.0,419.2,0.0,11.7,0.0,1.4,0.0,0.0,1.6,1.4,0.0,10.0,0.0,0.5,0.0,"Red Skin Potatoes O'Brien (Potatoes, Onions, Diced Red Peppers, Diced Green Peppers, Canola Oil, Salt, Black Pepper)",2025-09-09T11:16:04.837932,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211975
Sausage Patty,Breakfast,altoona-port-sky,"1 SERVG
Calories: 203
Calories from Fat: 164
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",203,164,18.2,0.0,7.1,0.0,0.0,40.5,435.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.1,0.0,0.0,0.0,0.0,0.0,"Sausage Patty (Pork Sausage (pork, water and less than 2% of the following: pork broth with natural flavorings, salt, spices, isolated oat product, sugar, vinegar powder, natural flavoring. dextrose, sodium and potassium phosphates, white pepper, caramel color, bht, citric acid, bha, sodium tripolyphosphate, lime juice concentrate, corn syrup solids, spice extractives. propyl gallate, isolated carrot product, monosodium glutamate, autolyzed yeast, ))",2025-09-09T11:16:05.064075,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211976
Scrambled Egg Whites,Breakfast,altoona-port-sky,"1 SERVG
Calories: 57
Calories from Fat: 0
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",57,0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,6.8,0.0,0.0,"Scrambled Egg Whites (Egg Whites (egg whites, guar gum, triethyl citrate ), Canola Oil)",2025-09-09T11:16:05.295438,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211977
Scrambled Eggs,Breakfast,altoona-port-sky,"1 SERVG
Calories: 174
Calories from Fat: 101
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",174,101,11.2,0.0,3.7,0.0,0.0,421.7,161.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,0.0,64.5,0.0,2.5,0.0,"Scrambled Eggs (Eggs (whole eggs, citric acid, water), Canola Oil)",2025-09-09T11:16:05.517411,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=114211978
